"","address","type","datetime","latitude","longitude","report_location","incident_number"
"978","3000 S Charlestown St","Medic Response","2025-10-11T16:11:00.000",47.569837,-122.294552,"POINT (-122.294552 47.569837)","F250141161"
"979","2305 S Plum St","Aid Response","2025-10-11T16:11:00.000",47.585496,-122.302865,"POINT (-122.302865 47.585496)","F250141162"
"980","7044 20th Ave Ne","Aid Response","2025-10-11T16:08:00.000",47.679694,-122.30661,"POINT (-122.30661 47.679694)","F250141160"
"981","Broadway E / E John St","Aid Response","2025-10-11T16:05:00.000",47.619908,-122.320873,"POINT (-122.320873 47.619908)","F250141158"
"982","5321 9th Ave Ne","Aid Response","2025-10-11T16:03:00.000",47.667262,-122.318412,"POINT (-122.318412 47.667262)","F250141155"
"983","11300 1st Ave Ne","Auto Fire Alarm","2025-10-11T15:59:00.000",47.710387,-122.328619,"POINT (-122.328619 47.710387)","F250141154"
"984","334 1st Ave N","EVENT - Special Event","2025-10-11T15:56:00.000",47.621329,-122.355431,"POINT (-122.355431 47.621329)","F250141152"
"985","99 Union St","Aid Response","2025-10-11T15:51:00.000",47.607828,-122.339105,"POINT (-122.339105 47.607828)","F250141151"
"986","1765 6th Ave S","Aid Response","2025-10-11T15:50:00.000",47.587559,-122.325971,"POINT (-122.325971 47.587559)","F250141149"
"987","825 Eastlake Ave E","Medic Response","2025-10-11T15:41:00.000",47.626215,-122.329199,"POINT (-122.329199 47.626215)","F250141147"
"988","6519 43rd Ave S","Aid Response","2025-10-11T15:41:00.000",47.544048,-122.279776,"POINT (-122.279776 47.544048)","F250141146"
"989","1400 Alki Ave Sw","Engine Code Red","2025-10-11T15:29:00.000",47.590693,-122.392748,"POINT (-122.392748 47.590693)","F250141143"
"990","545 Ne 112th St","Auto Alarm 1 + 1 + 1","2025-10-11T15:28:00.000",47.709995,-122.322799,"POINT (-122.322799 47.709995)","F250141142"
"991","800 Occidental Ave S","EVENT - Special Event","2025-10-11T15:27:00.000",47.595692,-122.333273,"POINT (-122.333273 47.595692)","F250141141"
"992","1120 W Blaine St","Aid Response","2025-10-11T15:18:00.000",47.634741,-122.371899,"POINT (-122.371899 47.634741)","F250141139"
"993","3621 33rd Ave S","Medic Response","2025-10-11T15:16:00.000",47.571408,-122.291001,"POINT (-122.291001 47.571408)","F250141137"
"994","4th Ave / Blanchard St","Aid Response","2025-10-11T15:16:00.000",47.6146,-122.342634,"POINT (-122.342634 47.6146)","F250141136"
"995","1702 Nw 56th St","Aid Response","2025-10-11T15:15:00.000",47.669446,-122.378895,"POINT (-122.378895 47.669446)","F250141135"
"996","8610 Aurora Ave N","Aid Response Yellow","2025-10-11T15:08:00.000",47.691354,-122.344532,"POINT (-122.344532 47.691354)","F250141133"
"997","2001 4th Ave","Aid Response","2025-10-11T15:02:00.000",47.613063,-122.340033,"POINT (-122.340033 47.613063)","F250141131"
"998","747 N 135th St","Auto Fire Alarm","2025-10-11T14:52:00.000",47.726803,-122.347793,"POINT (-122.347793 47.726803)","F250141129"
"999","Sw Holly St / Sylvan Way Sw","MVI - Motor Vehicle Incident","2025-10-11T14:51:00.000",47.542832,-122.370607,"POINT (-122.370607 47.542832)","F250141128"
"1000","1007 12th Ave S","Illegal Burn","2025-10-11T14:50:00.000",47.59322,-122.317281,"POINT (-122.317281 47.59322)","F250141127"
